episode_id,transition_id,state,action,immediate_reward,delayed_reward,done,next_state,info
2730,3,"(1, 0)",3,0,0,FALSE,"(0, 0)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 4, 'current state': (0, 0)}"
2730,4,"(0, 0)",0,0,0,FALSE,"(0, 1)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 5, 'current state': (0, 1)}"
2730,5,"(0, 1)",1,0,0,FALSE,"(1, 1)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 6, 'current state': (1, 1)}"
2730,6,"(1, 1)",0,0,0,FALSE,"(1, 2)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 7, 'current state': (1, 2)}"
2730,7,"(1, 2)",1,0,0,FALSE,"(2, 2)","{'immediate_reward': 5.0, 'total rewards': 5.0, 'total steps': 8, 'current state': (2, 2)}"
2730,8,"(2, 2)",0,0,0,FALSE,"(2, 3)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 9, 'current state': (2, 3)}"
2730,9,"(2, 3)",0,0,0,FALSE,"(2, 4)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 10, 'current state': (2, 4)}"
2730,10,"(2, 4)",0,0,0,FALSE,"(2, 5)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 11, 'current state': (2, 5)}"
2730,11,"(2, 5)",0,0,0,FALSE,"(2, 6)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 12, 'current state': (2, 6)}"
2730,12,"(2, 6)",1,0,0,FALSE,"(3, 6)","{'immediate_reward': 7.0, 'total rewards': 12.0, 'total steps': 13, 'current state': (3, 6)}"
2730,13,"(3, 6)",3,0,0,FALSE,"(2, 6)","{'immediate_reward': 0.0, 'total rewards': 12.0, 'total steps': 14, 'current state': (2, 6)}"
2730,14,"(2, 6)",3,0,0,FALSE,"(1, 6)","{'immediate_reward': 0.0, 'total rewards': 12.0, 'total steps': 15, 'current state': (1, 6)}"
2730,15,"(1, 6)",2,0,0,FALSE,"(1, 5)","{'immediate_reward': 0.0, 'total rewards': 12.0, 'total steps': 16, 'current state': (1, 5)}"
2730,16,"(1, 5)",1,0,0,FALSE,"(2, 5)","{'immediate_reward': 0.0, 'total rewards': 12.0, 'total steps': 17, 'current state': (2, 5)}"
2730,17,"(2, 5)",0,0,0,FALSE,"(2, 6)","{'immediate_reward': 0.0, 'total rewards': 12.0, 'total steps': 18, 'current state': (2, 6)}"
2730,18,"(2, 6)",3,0,0,FALSE,"(1, 6)","{'immediate_reward': 0.0, 'total rewards': 12.0, 'total steps': 19, 'current state': (1, 6)}"
2730,19,"(1, 6)",0,0,0,FALSE,"(1, 7)","{'immediate_reward': 0.0, 'total rewards': 12.0, 'total steps': 20, 'current state': (1, 7)}"
2730,20,"(1, 7)",0,0,0,FALSE,"(1, 8)","{'immediate_reward': 0.0, 'total rewards': 12.0, 'total steps': 21, 'current state': (1, 8)}"
2730,21,"(1, 8)",0,0,0,FALSE,"(1, 9)","{'immediate_reward': 0.0, 'total rewards': 12.0, 'total steps': 22, 'current state': (1, 9)}"
2730,22,"(1, 9)",2,0,0,FALSE,"(1, 8)","{'immediate_reward': 0.0, 'total rewards': 12.0, 'total steps': 23, 'current state': (1, 8)}"
2730,23,"(1, 8)",1,0,0,FALSE,"(2, 8)","{'immediate_reward': -4.0, 'total rewards': 8.0, 'total steps': 24, 'current state': (2, 8)}"
2730,24,"(2, 8)",2,0,0,FALSE,"(2, 7)","{'immediate_reward': 0.0, 'total rewards': 8.0, 'total steps': 25, 'current state': (2, 7)}"
2730,25,"(2, 7)",2,0,0,FALSE,"(2, 6)","{'immediate_reward': 0.0, 'total rewards': 8.0, 'total steps': 26, 'current state': (2, 6)}"
2730,26,"(2, 6)",0,0,0,FALSE,"(2, 7)","{'immediate_reward': 0.0, 'total rewards': 8.0, 'total steps': 27, 'current state': (2, 7)}"
2730,27,"(2, 7)",3,0,0,FALSE,"(1, 7)","{'immediate_reward': 0.0, 'total rewards': 8.0, 'total steps': 28, 'current state': (1, 7)}"
2730,28,"(1, 7)",3,0,0,FALSE,"(0, 7)","{'immediate_reward': 2.0, 'total rewards': 10.0, 'total steps': 29, 'current state': (0, 7)}"
2730,29,"(0, 7)",0,0,0,FALSE,"(0, 8)","{'immediate_reward': 0.0, 'total rewards': 10.0, 'total steps': 30, 'current state': (0, 8)}"
2730,30,"(0, 8)",1,0,0,FALSE,"(1, 8)","{'immediate_reward': 0.0, 'total rewards': 10.0, 'total steps': 31, 'current state': (1, 8)}"
2730,31,"(1, 8)",2,0,0,FALSE,"(1, 7)","{'immediate_reward': 0.0, 'total rewards': 10.0, 'total steps': 32, 'current state': (1, 7)}"
2730,32,"(1, 7)",0,0,0,FALSE,"(1, 8)","{'immediate_reward': 0.0, 'total rewards': 10.0, 'total steps': 33, 'current state': (1, 8)}"
2730,33,"(1, 8)",2,0,0,FALSE,"(1, 7)","{'immediate_reward': 0.0, 'total rewards': 10.0, 'total steps': 34, 'current state': (1, 7)}"
2730,34,"(1, 7)",1,0,0,FALSE,"(2, 7)","{'immediate_reward': 0.0, 'total rewards': 10.0, 'total steps': 35, 'current state': (2, 7)}"
2730,35,"(2, 7)",1,0,0,FALSE,"(3, 7)","{'immediate_reward': 0.0, 'total rewards': 10.0, 'total steps': 36, 'current state': (3, 7)}"
2730,36,"(3, 7)",3,0,0,FALSE,"(2, 7)","{'immediate_reward': 0.0, 'total rewards': 10.0, 'total steps': 37, 'current state': (2, 7)}"
2730,37,"(2, 7)",1,0,0,FALSE,"(3, 7)","{'immediate_reward': 0.0, 'total rewards': 10.0, 'total steps': 38, 'current state': (3, 7)}"
2730,38,"(3, 7)",0,0,0,FALSE,"(3, 8)","{'immediate_reward': 0.0, 'total rewards': 10.0, 'total steps': 39, 'current state': (3, 8)}"
2730,39,"(3, 8)",2,0,0,FALSE,"(3, 7)","{'immediate_reward': 0.0, 'total rewards': 10.0, 'total steps': 40, 'current state': (3, 7)}"
2730,40,"(3, 7)",1,0,0,FALSE,"(4, 7)","{'immediate_reward': 0.0, 'total rewards': 10.0, 'total steps': 41, 'current state': (4, 7)}"
2730,41,"(4, 7)",2,0,0,FALSE,"(4, 6)","{'immediate_reward': 0.0, 'total rewards': 10.0, 'total steps': 42, 'current state': (4, 6)}"
2730,42,"(4, 6)",1,0,0,FALSE,"(5, 6)","{'immediate_reward': 0.0, 'total rewards': 10.0, 'total steps': 43, 'current state': (5, 6)}"
2730,43,"(5, 6)",1,0,0,FALSE,"(6, 6)","{'immediate_reward': 0.0, 'total rewards': 10.0, 'total steps': 44, 'current state': (6, 6)}"
2730,44,"(6, 6)",2,0,0,FALSE,"(6, 5)","{'immediate_reward': 0.0, 'total rewards': 10.0, 'total steps': 45, 'current state': (6, 5)}"
2730,45,"(6, 5)",1,0,0,FALSE,"(7, 5)","{'immediate_reward': 0.0, 'total rewards': 10.0, 'total steps': 46, 'current state': (7, 5)}"
2730,46,"(7, 5)",2,0,0,FALSE,"(7, 4)","{'immediate_reward': 0.0, 'total rewards': 10.0, 'total steps': 47, 'current state': (7, 4)}"
2730,47,"(7, 4)",0,0,0,FALSE,"(7, 5)","{'immediate_reward': 0.0, 'total rewards': 10.0, 'total steps': 48, 'current state': (7, 5)}"
2730,48,"(7, 5)",1,0,0,FALSE,"(8, 5)","{'immediate_reward': 0.0, 'total rewards': 10.0, 'total steps': 49, 'current state': (8, 5)}"
2730,49,"(8, 5)",2,0,0,FALSE,"(8, 4)","{'immediate_reward': 0.0, 'total rewards': 10.0, 'total steps': 50, 'current state': (8, 4)}"
2730,50,"(8, 4)",2,0,0,FALSE,"(8, 3)","{'immediate_reward': 16.0, 'total rewards': 26.0, 'total steps': 51, 'current state': (8, 3)}"
2730,51,"(8, 3)",3,0,0,FALSE,"(7, 3)","{'immediate_reward': 0.0, 'total rewards': 26.0, 'total steps': 52, 'current state': (7, 3)}"
2730,52,"(7, 3)",1,0,0,FALSE,"(8, 3)","{'immediate_reward': 0.0, 'total rewards': 26.0, 'total steps': 53, 'current state': (8, 3)}"
2730,53,"(8, 3)",0,0,0,FALSE,"(8, 4)","{'immediate_reward': 0.0, 'total rewards': 26.0, 'total steps': 54, 'current state': (8, 4)}"
2730,54,"(8, 4)",2,0,0,FALSE,"(8, 3)","{'immediate_reward': 0.0, 'total rewards': 26.0, 'total steps': 55, 'current state': (8, 3)}"
2730,55,"(8, 3)",3,0,0,FALSE,"(7, 3)","{'immediate_reward': 0.0, 'total rewards': 26.0, 'total steps': 56, 'current state': (7, 3)}"
2730,56,"(7, 3)",2,0,0,FALSE,"(7, 2)","{'immediate_reward': 0.0, 'total rewards': 26.0, 'total steps': 57, 'current state': (7, 2)}"
2730,57,"(7, 2)",0,0,0,FALSE,"(7, 3)","{'immediate_reward': 0.0, 'total rewards': 26.0, 'total steps': 58, 'current state': (7, 3)}"
2730,58,"(7, 3)",3,0,0,FALSE,"(6, 3)","{'immediate_reward': 0.0, 'total rewards': 26.0, 'total steps': 59, 'current state': (6, 3)}"
2730,59,"(6, 3)",1,0,0,FALSE,"(7, 3)","{'immediate_reward': 0.0, 'total rewards': 26.0, 'total steps': 60, 'current state': (7, 3)}"
2730,60,"(7, 3)",2,0,0,FALSE,"(7, 2)","{'immediate_reward': 0.0, 'total rewards': 26.0, 'total steps': 61, 'current state': (7, 2)}"
2730,61,"(7, 2)",3,0,0,FALSE,"(6, 2)","{'immediate_reward': 0.0, 'total rewards': 26.0, 'total steps': 62, 'current state': (6, 2)}"
2730,62,"(6, 2)",2,0,0,FALSE,"(6, 1)","{'immediate_reward': 0.0, 'total rewards': 26.0, 'total steps': 63, 'current state': (6, 1)}"
2730,63,"(6, 1)",3,0,0,FALSE,"(5, 1)","{'immediate_reward': 0.0, 'total rewards': 26.0, 'total steps': 64, 'current state': (5, 1)}"
2730,64,"(5, 1)",2,0,0,FALSE,"(5, 0)","{'immediate_reward': 0.0, 'total rewards': 26.0, 'total steps': 65, 'current state': (5, 0)}"
2730,65,"(5, 0)",1,0,0,FALSE,"(6, 0)","{'immediate_reward': 0.0, 'total rewards': 26.0, 'total steps': 66, 'current state': (6, 0)}"
2730,66,"(6, 0)",2,-25,-25,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 26.0, 'total steps': 67, 'current state': (-1, -1)}"
2731,0,"(0, 0)",1,0,0,FALSE,"(1, 0)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 1, 'current state': (1, 0)}"
2731,1,"(1, 0)",1,0,0,FALSE,"(2, 0)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 2, 'current state': (2, 0)}"
2731,2,"(2, 0)",2,1,1,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 0.0, 'total steps': 3, 'current state': (-1, -1)}"
2732,0,"(0, 0)",0,0,0,FALSE,"(0, 1)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 1, 'current state': (0, 1)}"
2732,1,"(0, 1)",0,0,0,FALSE,"(0, 2)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 2, 'current state': (0, 2)}"
2732,2,"(0, 2)",0,0,0,FALSE,"(0, 3)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 3, 'current state': (0, 3)}"
2732,3,"(0, 3)",1,0,0,FALSE,"(1, 3)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 4, 'current state': (1, 3)}"
2732,4,"(1, 3)",2,0,0,FALSE,"(1, 2)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 5, 'current state': (1, 2)}"
2732,5,"(1, 2)",0,0,0,FALSE,"(1, 3)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 6, 'current state': (1, 3)}"
2732,6,"(1, 3)",0,0,0,FALSE,"(1, 4)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 7, 'current state': (1, 4)}"
2732,7,"(1, 4)",2,0,0,FALSE,"(1, 3)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 8, 'current state': (1, 3)}"
2732,8,"(1, 3)",0,0,0,FALSE,"(1, 4)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 9, 'current state': (1, 4)}"
2732,9,"(1, 4)",2,0,0,FALSE,"(1, 3)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 10, 'current state': (1, 3)}"
2732,10,"(1, 3)",0,0,0,FALSE,"(1, 4)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 11, 'current state': (1, 4)}"
2732,11,"(1, 4)",2,0,0,FALSE,"(1, 3)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 12, 'current state': (1, 3)}"
2732,12,"(1, 3)",0,0,0,FALSE,"(1, 4)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 13, 'current state': (1, 4)}"
2732,13,"(1, 4)",1,0,0,FALSE,"(2, 4)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 14, 'current state': (2, 4)}"
2732,14,"(2, 4)",2,0,0,FALSE,"(2, 3)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 15, 'current state': (2, 3)}"
2732,15,"(2, 3)",2,0,0,FALSE,"(2, 2)","{'immediate_reward': 5.0, 'total rewards': 5.0, 'total steps': 16, 'current state': (2, 2)}"
2732,16,"(2, 2)",1,0,0,FALSE,"(3, 2)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 17, 'current state': (3, 2)}"
2732,17,"(3, 2)",0,0,0,FALSE,"(3, 3)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 18, 'current state': (3, 3)}"
2732,18,"(3, 3)",1,0,0,FALSE,"(4, 3)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 19, 'current state': (4, 3)}"
2732,19,"(4, 3)",2,0,0,FALSE,"(4, 2)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 20, 'current state': (4, 2)}"
2732,20,"(4, 2)",3,0,0,FALSE,"(3, 2)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 21, 'current state': (3, 2)}"
2732,21,"(3, 2)",1,0,0,FALSE,"(4, 2)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 22, 'current state': (4, 2)}"
2732,22,"(4, 2)",1,0,0,FALSE,"(5, 2)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 23, 'current state': (5, 2)}"
2732,23,"(5, 2)",3,0,0,FALSE,"(4, 2)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 24, 'current state': (4, 2)}"
2732,24,"(4, 2)",3,0,0,FALSE,"(3, 2)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 25, 'current state': (3, 2)}"
2732,25,"(3, 2)",1,0,0,FALSE,"(4, 2)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 26, 'current state': (4, 2)}"
2732,26,"(4, 2)",0,0,0,FALSE,"(4, 3)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 27, 'current state': (4, 3)}"
2732,27,"(4, 3)",3,0,0,FALSE,"(3, 3)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 28, 'current state': (3, 3)}"
2732,28,"(3, 3)",0,0,0,FALSE,"(3, 4)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 29, 'current state': (3, 4)}"
2732,29,"(3, 4)",2,0,0,FALSE,"(3, 3)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 30, 'current state': (3, 3)}"
2732,30,"(3, 3)",0,0,0,FALSE,"(3, 4)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 31, 'current state': (3, 4)}"
2732,31,"(3, 4)",0,0,0,FALSE,"(3, 5)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 32, 'current state': (3, 5)}"
2732,32,"(3, 5)",2,0,0,FALSE,"(3, 4)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 33, 'current state': (3, 4)}"
2732,33,"(3, 4)",1,0,0,FALSE,"(4, 4)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 34, 'current state': (4, 4)}"
2732,34,"(4, 4)",2,0,0,FALSE,"(4, 3)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 35, 'current state': (4, 3)}"
2732,35,"(4, 3)",2,0,0,FALSE,"(4, 2)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 36, 'current state': (4, 2)}"
2732,36,"(4, 2)",0,0,0,FALSE,"(4, 3)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 37, 'current state': (4, 3)}"
2732,37,"(4, 3)",0,0,0,FALSE,"(4, 4)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 38, 'current state': (4, 4)}"
2732,38,"(4, 4)",2,0,0,FALSE,"(4, 3)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 39, 'current state': (4, 3)}"
2732,39,"(4, 3)",2,0,0,FALSE,"(4, 2)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 40, 'current state': (4, 2)}"
2732,40,"(4, 2)",0,0,0,FALSE,"(4, 3)","{'immediate_reward': 0.0, 'total rewards': 5.0, 'total steps': 41, 'current state': (4, 3)}"
2732,41,"(4, 3)",1,0,0,FALSE,"(5, 3)","{'immediate_reward': -4.0, 'total rewards': 1.0, 'total steps': 42, 'current state': (5, 3)}"
2732,42,"(5, 3)",1,0,0,FALSE,"(6, 3)","{'immediate_reward': 0.0, 'total rewards': 1.0, 'total steps': 43, 'current state': (6, 3)}"
2732,43,"(6, 3)",1,0,0,FALSE,"(7, 3)","{'immediate_reward': 0.0, 'total rewards': 1.0, 'total steps': 44, 'current state': (7, 3)}"
2732,44,"(7, 3)",3,0,0,FALSE,"(6, 3)","{'immediate_reward': 0.0, 'total rewards': 1.0, 'total steps': 45, 'current state': (6, 3)}"
2732,45,"(6, 3)",3,0,0,FALSE,"(5, 3)","{'immediate_reward': 0.0, 'total rewards': 1.0, 'total steps': 46, 'current state': (5, 3)}"
2732,46,"(5, 3)",2,0,0,FALSE,"(5, 2)","{'immediate_reward': 0.0, 'total rewards': 1.0, 'total steps': 47, 'current state': (5, 2)}"
2732,47,"(5, 2)",0,0,0,FALSE,"(5, 3)","{'immediate_reward': 0.0, 'total rewards': 1.0, 'total steps': 48, 'current state': (5, 3)}"
2732,48,"(5, 3)",2,0,0,FALSE,"(5, 2)","{'immediate_reward': 0.0, 'total rewards': 1.0, 'total steps': 49, 'current state': (5, 2)}"
2732,49,"(5, 2)",1,0,0,FALSE,"(6, 2)","{'immediate_reward': 0.0, 'total rewards': 1.0, 'total steps': 50, 'current state': (6, 2)}"
2732,50,"(6, 2)",0,0,0,FALSE,"(6, 3)","{'immediate_reward': 0.0, 'total rewards': 1.0, 'total steps': 51, 'current state': (6, 3)}"
2732,51,"(6, 3)",2,0,0,FALSE,"(6, 2)","{'immediate_reward': 0.0, 'total rewards': 1.0, 'total steps': 52, 'current state': (6, 2)}"
2732,52,"(6, 2)",1,0,0,FALSE,"(7, 2)","{'immediate_reward': 0.0, 'total rewards': 1.0, 'total steps': 53, 'current state': (7, 2)}"
2732,53,"(7, 2)",0,0,0,FALSE,"(7, 3)","{'immediate_reward': 0.0, 'total rewards': 1.0, 'total steps': 54, 'current state': (7, 3)}"
2732,54,"(7, 3)",2,0,0,FALSE,"(7, 2)","{'immediate_reward': 0.0, 'total rewards': 1.0, 'total steps': 55, 'current state': (7, 2)}"
2732,55,"(7, 2)",2,0,0,FALSE,"(7, 1)","{'immediate_reward': 0.0, 'total rewards': 1.0, 'total steps': 56, 'current state': (7, 1)}"
2732,56,"(7, 1)",1,0,0,FALSE,"(8, 1)","{'immediate_reward': 0.0, 'total rewards': 1.0, 'total steps': 57, 'current state': (8, 1)}"
2732,57,"(8, 1)",3,0,0,FALSE,"(7, 1)","{'immediate_reward': 0.0, 'total rewards': 1.0, 'total steps': 58, 'current state': (7, 1)}"
2732,58,"(7, 1)",3,0,0,FALSE,"(6, 1)","{'immediate_reward': 0.0, 'total rewards': 1.0, 'total steps': 59, 'current state': (6, 1)}"
2732,59,"(6, 1)",3,0,0,FALSE,"(5, 1)","{'immediate_reward': 0.0, 'total rewards': 1.0, 'total steps': 60, 'current state': (5, 1)}"
2732,60,"(5, 1)",2,0,0,FALSE,"(5, 0)","{'immediate_reward': 0.0, 'total rewards': 1.0, 'total steps': 61, 'current state': (5, 0)}"
2732,61,"(5, 0)",0,0,0,FALSE,"(5, 1)","{'immediate_reward': 0.0, 'total rewards': 1.0, 'total steps': 62, 'current state': (5, 1)}"
2732,62,"(5, 1)",0,0,0,FALSE,"(5, 2)","{'immediate_reward': 0.0, 'total rewards': 1.0, 'total steps': 63, 'current state': (5, 2)}"
2732,63,"(5, 2)",1,0,0,FALSE,"(6, 2)","{'immediate_reward': 0.0, 'total rewards': 1.0, 'total steps': 64, 'current state': (6, 2)}"
2732,64,"(6, 2)",3,0,0,FALSE,"(5, 2)","{'immediate_reward': 0.0, 'total rewards': 1.0, 'total steps': 65, 'current state': (5, 2)}"
2732,65,"(5, 2)",3,0,0,FALSE,"(4, 2)","{'immediate_reward': 0.0, 'total rewards': 1.0, 'total steps': 66, 'current state': (4, 2)}"
2732,66,"(4, 2)",2,0,0,FALSE,"(4, 1)","{'immediate_reward': 0.0, 'total rewards': 1.0, 'total steps': 67, 'current state': (4, 1)}"
2732,67,"(4, 1)",3,0,0,FALSE,"(3, 1)","{'immediate_reward': 0.0, 'total rewards': 1.0, 'total steps': 68, 'current state': (3, 1)}"
2732,68,"(3, 1)",3,0,0,FALSE,"(2, 1)","{'immediate_reward': 0.0, 'total rewards': 1.0, 'total steps': 69, 'current state': (2, 1)}"
2732,69,"(2, 1)",0,0,0,FALSE,"(2, 2)","{'immediate_reward': 0.0, 'total rewards': 1.0, 'total steps': 70, 'current state': (2, 2)}"
2732,70,"(2, 2)",3,0,0,FALSE,"(1, 2)","{'immediate_reward': 0.0, 'total rewards': 1.0, 'total steps': 71, 'current state': (1, 2)}"
2732,71,"(1, 2)",3,0,0,FALSE,"(0, 2)","{'immediate_reward': 0.0, 'total rewards': 1.0, 'total steps': 72, 'current state': (0, 2)}"
2732,72,"(0, 2)",3,0,0,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': 1.0, 'total steps': 73, 'current state': (-1, -1)}"
2733,0,"(0, 0)",1,0,0,FALSE,"(1, 0)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 1, 'current state': (1, 0)}"
2733,1,"(1, 0)",1,0,0,FALSE,"(2, 0)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 2, 'current state': (2, 0)}"
2733,2,"(2, 0)",1,0,0,FALSE,"(3, 0)","{'immediate_reward': 0.0, 'total rewards': 0.0, 'total steps': 3, 'current state': (3, 0)}"
2733,3,"(3, 0)",1,0,0,FALSE,"(4, 0)","{'immediate_reward': -3.0, 'total rewards': -3.0, 'total steps': 4, 'current state': (4, 0)}"
2733,4,"(4, 0)",1,0,0,FALSE,"(5, 0)","{'immediate_reward': 0.0, 'total rewards': -3.0, 'total steps': 5, 'current state': (5, 0)}"
2733,5,"(5, 0)",0,0,0,FALSE,"(5, 1)","{'immediate_reward': 0.0, 'total rewards': -3.0, 'total steps': 6, 'current state': (5, 1)}"
2733,6,"(5, 1)",0,0,0,FALSE,"(5, 2)","{'immediate_reward': 0.0, 'total rewards': -3.0, 'total steps': 7, 'current state': (5, 2)}"
2733,7,"(5, 2)",0,0,0,FALSE,"(5, 3)","{'immediate_reward': -4.0, 'total rewards': -7.0, 'total steps': 8, 'current state': (5, 3)}"
2733,8,"(5, 3)",1,0,0,FALSE,"(6, 3)","{'immediate_reward': 0.0, 'total rewards': -7.0, 'total steps': 9, 'current state': (6, 3)}"
2733,9,"(6, 3)",0,0,0,FALSE,"(6, 4)","{'immediate_reward': 0.0, 'total rewards': -7.0, 'total steps': 10, 'current state': (6, 4)}"
2733,10,"(6, 4)",0,0,0,FALSE,"(6, 5)","{'immediate_reward': 0.0, 'total rewards': -7.0, 'total steps': 11, 'current state': (6, 5)}"
2733,11,"(6, 5)",1,0,0,FALSE,"(7, 5)","{'immediate_reward': 0.0, 'total rewards': -7.0, 'total steps': 12, 'current state': (7, 5)}"
2733,12,"(7, 5)",0,0,0,FALSE,"(7, 6)","{'immediate_reward': 0.0, 'total rewards': -7.0, 'total steps': 13, 'current state': (7, 6)}"
2733,13,"(7, 6)",3,0,0,FALSE,"(6, 6)","{'immediate_reward': 0.0, 'total rewards': -7.0, 'total steps': 14, 'current state': (6, 6)}"
2733,14,"(6, 6)",1,0,0,FALSE,"(7, 6)","{'immediate_reward': 0.0, 'total rewards': -7.0, 'total steps': 15, 'current state': (7, 6)}"
2733,15,"(7, 6)",0,0,0,FALSE,"(7, 7)","{'immediate_reward': -5.0, 'total rewards': -12.0, 'total steps': 16, 'current state': (7, 7)}"
2733,16,"(7, 7)",1,0,0,FALSE,"(8, 7)","{'immediate_reward': 0.0, 'total rewards': -12.0, 'total steps': 17, 'current state': (8, 7)}"
2733,17,"(8, 7)",1,0,0,FALSE,"(9, 7)","{'immediate_reward': 0.0, 'total rewards': -12.0, 'total steps': 18, 'current state': (9, 7)}"
2733,18,"(9, 7)",3,0,0,FALSE,"(8, 7)","{'immediate_reward': 0.0, 'total rewards': -12.0, 'total steps': 19, 'current state': (8, 7)}"
2733,19,"(8, 7)",0,0,0,FALSE,"(8, 8)","{'immediate_reward': 0.0, 'total rewards': -12.0, 'total steps': 20, 'current state': (8, 8)}"
2733,20,"(8, 8)",0,0,0,FALSE,"(8, 9)","{'immediate_reward': 6.0, 'total rewards': -6.0, 'total steps': 21, 'current state': (8, 9)}"
2733,21,"(8, 9)",3,0,0,FALSE,"(7, 9)","{'immediate_reward': 0.0, 'total rewards': -6.0, 'total steps': 22, 'current state': (7, 9)}"
2733,22,"(7, 9)",3,0,0,FALSE,"(6, 9)","{'immediate_reward': 0.0, 'total rewards': -6.0, 'total steps': 23, 'current state': (6, 9)}"
2733,23,"(6, 9)",1,0,0,FALSE,"(7, 9)","{'immediate_reward': 0.0, 'total rewards': -6.0, 'total steps': 24, 'current state': (7, 9)}"
2733,24,"(7, 9)",2,0,0,FALSE,"(7, 8)","{'immediate_reward': 0.0, 'total rewards': -6.0, 'total steps': 25, 'current state': (7, 8)}"
2733,25,"(7, 8)",1,0,0,FALSE,"(8, 8)","{'immediate_reward': 0.0, 'total rewards': -6.0, 'total steps': 26, 'current state': (8, 8)}"
2733,26,"(8, 8)",3,0,0,FALSE,"(7, 8)","{'immediate_reward': 0.0, 'total rewards': -6.0, 'total steps': 27, 'current state': (7, 8)}"
2733,27,"(7, 8)",1,0,0,FALSE,"(8, 8)","{'immediate_reward': 0.0, 'total rewards': -6.0, 'total steps': 28, 'current state': (8, 8)}"
2733,28,"(8, 8)",1,0,0,FALSE,"(9, 8)","{'immediate_reward': 0.0, 'total rewards': -6.0, 'total steps': 29, 'current state': (9, 8)}"
2733,29,"(9, 8)",3,0,0,FALSE,"(8, 8)","{'immediate_reward': 0.0, 'total rewards': -6.0, 'total steps': 30, 'current state': (8, 8)}"
2733,30,"(8, 8)",1,0,0,FALSE,"(9, 8)","{'immediate_reward': 0.0, 'total rewards': -6.0, 'total steps': 31, 'current state': (9, 8)}"
2733,31,"(9, 8)",1,7,7,TRUE,"(-1, -1)","{'immediate_reward': -1, 'total rewards': -6.0, 'total steps': 32, 'current state': (-1, -1)}"
